s_1	s_2	s_3	s_4	s_5	s_11	s_12	s_13	s_14	s_15	s_21	s_22	s_23	s_24	s_25	s_31	s_32	s_33	s_34	s_35	s_41	s_42	s_43	s_44	s_45	s_51	s_52	s_53	s_54	s_55
Gluconate	0.286188619303563	-0.243947265126087	0.262502789071014	-0.278059883105357	0.225053585000584	0.619348378523	0.191399837531687	-0.319795501065634	-0.420099976991552	0.00886082303724698	-0.323728405949566	-0.136823228606847	0.486869139473859	0.338542907884052	0.606595167612358	-0.60741059286563	-0.0289797833596459	-0.113099364315433	-0.185132444806023	-0.469104411668906	0.0651251618050611	-0.460036320631284	0.145169928743639	0.825147287208817	1.17900126268782	-0.352768524595797	-0.250378046615101	-0.328323413792356	0.152473332653192	0.328100622574716
Myristic Acid_iso1	5.81419636570573	2.05640997276629	-0.152237743777069	2.06447221939194	-1.19986715038076	0.335468669841128	-0.737492415358433	4.62198496993678	-0.0696055857108022	0.0118254008324564	0.52955413147804	0.0702618390026719	0.535581850217137	0.511149683614047	-0.503934022926861	-0.668520958165999	-5.33988634192368	-0.0174135502882471	-0.443762042847258	-1.00258099373781	-4.47172174462199	-1.13928409872195	3.80683753918064	-0.00763315543485673	0.603853391667982	0.724665821050764	-3.92611399034767	-0.271175841969613	-0.822228226828879	-1.69951239686385
Dihomo-?-Linolenic Acid (20:3 N6)	1.94769514968285	1.82704226113578	0.0832714030323919	2.02207899577496	0.674748356688786	0.978873282489255	-1.55879594725679	1.05723745496894	-0.339657308486419	-0.242093761781612	0.474831915582282	0.947078670905329	0.562014735383074	1.13113395169889	-2.43090061634947	0.496083453668541	-0.801630854291223	-0.0155999392484644	-0.637567694316113	-0.170156506885652	1.00774660119416	-0.900169935766095	-0.836999790823057	-0.0960064233850023	-0.557725797424008	0.520559870284055	0.769136479982086	-0.905620113307938	-0.707333879875562	-1.14038912742377
Pregnanediol-3-Glucuronide	1.0659806429956	-0.460837809200227	-1.52014100881308	0.888084838673473	0.487998466047265	-0.549671323666259	-0.194730128565304	1.17410648233987	0.748728783649592	0.0836396809844781	0.376458911751708	0.149781113178016	0.680987302107517	0.0377357395358137	1.32788951402308	0.0927314055885639	-0.0684022158184614	0.277132968699617	-1.2185137195617	-0.193475614794901	0.198919064328196	1.17207611925429	0.804461727807207	0.385647123927532	0.143227804893185	0.302797686910509	0.189717006036998	0.0190276933157421	1.17120687123061	-2.22286101022209
Palmitoylcarnitine_[M+Na]+	0.35435597736487	-0.455729339233951	-0.329709976117337	1.55579620236585	1.85725426373596	0.516610096325969	-0.441538759998977	0.52869398537282	-0.0772510539649977	-0.105160887979034	-0.504441029278721	0.323474477003266	0.254850988605545	0.30408063974118	-0.00855696143397548	-0.236816933366979	-0.683153211580902	0.189129037190302	-0.112461923648219	-1.49580113197085	1.12290501067526	-0.0807593990038267	0.250018968980754	0.285531960109628	0.214765952633664	0.605205676491008	0.895923525940965	0.37790951623092	0.47517520502359	-1.2906547399717
Oxoglutarate	0.678712933897664	0.157252061283797	0.305009928390136	-0.510378557259202	-0.16625459401349	0.714793192960174	-0.188948773779508	0.227009173621384	-0.391154053037983	0.373762235939142	0.124740374773409	-0.0522150075325742	0.0260601502944247	0.469088297424344	0.848183360713464	-0.371463996029578	0.325906211387163	0.355739913780173	-0.155571816205802	-0.646073630603234	0.230721308206215	-0.560058169788262	0.603782058584874	0.356936745078328	0.0245607022605989	-0.446894573786018	-0.0333344104245581	-0.952164499133191	0.0647856946332084	0.226147595993342
O-Acetylcarnitine	-1.34734830182562	-0.174860606817444	0.075734914279053	-0.164197142452359	1.0004164567068	0.827175437495534	-0.362911139856044	-0.817113039192585	0.0435518060190351	0.289564854262721	-1.39638789159581	0.351683074658806	-0.210187858554819	0.402108241930173	1.4834321970449	-0.210769403474439	-0.456964187531036	1.18215282895501	-0.0377545902034331	0.458104733894089	-0.202027247169514	0.670413700216672	0.201179464369353	0.840359316667146	0.620100767116895	-0.346264804548102	0.394657799274004	-0.533471020966483	0.0438846400102343	-0.349736378744288
Cysteine	0.545007189343284	-0.800149947060926	-0.470816753931732	-1.02679483112036	0.991172917038665	0.00182564233792827	0.060115317777621	-0.025834015992617	0.00266523239798442	-0.36141666945555	-0.839182941226716	0.0329615117881295	0.15046433969096	-0.0214220567052724	1.21296615986832	-0.532026430607368	-0.159233389355639	-0.123633258153386	-0.23259567615415	-0.19436840245322	-0.304569884956828	0.142577273100754	0.41042789729213	0.459227371371789	0.164124805056253	0.307063759474771	-0.266416671173531	0.499032297802888	0.208769878728136	-0.212153522219041
Glycodeoxycholic acid	-1.10554203410126	-1.11261366242977	-1.34640058603976	1.62211216725002	0.668095147769968	1.12715759554394	2.23724123414193	-3.04329413913747	1.3626195049299	1.24863081073208	0.92034673050171	-2.10283523261223	-0.672465202351205	-2.0818439244702	-0.0290305245046081	-1.38462724723469	-2.20875481024847	-3.20920744992224	-1.66379735721509	0.130328071340168	-2.17102762882141	-0.236436693202695	-0.0846083636640083	0.667140417013474	-0.449197784497944	0.583337759574196	-1.55691394199261	1.66669254372753	-1.17842695609573	1.05378607951558
Cortisol	0.345223822796128	0.778294249108194	-0.316698679519015	-1.29915382986009	0.751542131203888	0.848015264797201	0.0714579197514048	0.234612602468318	0.074161841974732	0.376427735566854	-2.41879844480098	0.462088403611339	-0.413211496443256	0.964806180739046	-0.15120115744077	-0.698082356712451	0.397332156572117	0.00140251595870999	-0.315562130267356	-1.3088045898085	0.907073574883604	0.529053234628276	1.79659810166716	1.05044147205938	-1.48151802967984	0.78674103383348	0.410333092722628	-0.550581706626576	-0.230094203899042	-0.0837356539323935
Cholate	0.235945981586677	2.63953088822671	-0.0214932317421013	-1.66630938814859	-0.712894927519669	2.70843957572765	-2.10328320656729	-2.77115432143358	-0.238654220203288	0.444598878913057	3.75030311526572	-0.121924228341052	-0.247578306509584	0.527770247339818	-2.76045331165346	1.62089285289419	1.40925937178016	0.284559492893652	-1.60980955467315	4.02944256159361	-1.20700567452521	1.82833943309221	0.0601433685484542	1.00294085404759	-4.03722443788469	-1.47233742468591	0.146121377262219	-3.68396544584208	-1.50164129104167	1.57486236753738
Tauro-?-Muricholic Acid	-0.189041595877994	-0.39280345814156	-0.361067885959782	0.185862423388772	1.92962585130207	1.61347784584272	2.8649078769372	-3.17875957205917	2.57375442270416	-0.224994095742342	-0.644505820757157	-1.13727499633566	0.0840302544453365	-1.91832217416471	0.16147063497726	-1.20530982534587	-1.61497913729396	-3.17735281788129	-1.00656300168123	0.982406167991538	-1.92955301890167	-1.27929188112746	0.242196793324346	0.918768834483619	0.0612069810067425	0.0707029406204918	0.23961727257603	0.724985233510788	-3.37024441237461	2.05316681586218
Methionine_iso1	0.774175095516173	-0.665615131432747	-0.488223111239069	1.26516138078748	-0.753975656604487	-0.593365142488687	-0.810142948048184	0.775352537578143	-0.946419805796098	-2.17000874407406	0.940938675421151	1.23303683674535	1.88129040465511	-0.0599483791454682	2.06359234841787	1.07867637278956	1.50773343028414	-0.445824766720133	0.0612492002622742	0.0589795398672588	-0.235678169162663	0.458334593542549	0.735000142282073	-0.808055948585479	1.07636432678246	-1.42567349774251	0.910897509245778	1.87246019650369	-0.15052555727416	-1.32898123254415
Biliverdin_[M+Na]+	1.02472540509289	-1.08285926477195	0.141357273163899	-0.264726176696938	0.888646525882737	2.00133636514585	-1.03016079722701	-0.497830266397534	0.447888493955446	-1.68251387915075	1.22171045552371	-0.0581576576669449	0.707135055686847	0.418572607529184	1.04560208414691	1.70387258921299	0.422159656431634	-0.299149727019395	0.46247206350948	1.79141044961109	-0.710377199311243	1.50937264972411	1.38886871927994	-0.00929152036483857	0.89657891333992	0.370738225282923	0.944391942757259	-0.568496418055594	0.0451598254107974	-0.0186998254312118
Ascorbate	0.112468356544044	-0.495859825802166	-0.459948756053009	-0.880787765084963	1.45060073933875	0.273233416669556	0.112361984220597	-0.180282966755534	0.0790155913339972	0.810956049479985	-1.60766419712701	-1.0741881348023	-0.360009757496453	-0.567254202039326	1.31575206387189	-0.379146701274452	-1.48260177691437	0.21684427967384	-0.616950436401587	-0.518245755868205	0.396798947839068	0.0525525693013311	0.397481841202391	1.98904423509603	0.428540176862138	0.988609294171512	0.354405140511319	-1.33698823529128	1.78523938428127	-0.701365036722129
Adrenic Acid (22:4 N?6)	1.89584531885981	1.74275596764565	0.380554080573972	2.02391424397548	0.790771195268091	1.05890214939779	-1.28273020837805	1.54014393873066	-0.278548441051579	0.25283787067618	0.901218545151254	1.11305425304548	0.905817893113936	1.53646899780245	-2.31022635996779	0.758372243090729	-0.0226032152252541	0.561401549091247	-1.18576819656104	-0.51864731303728	1.17105934047108	-0.32815955966591	-0.385322671572565	-0.197854416322184	-0.72276252429018	0.338704788781795	0.817708176395689	-1.4107434897247	-0.580451382386383	-1.47015396998226
Ketoleucine	0.20189763979016	-0.0762087608278197	-0.266336181554795	-0.0409745075822212	0.215102711875194	0.224373630291241	-0.296199748826657	0.0653400833293921	0.0253762156570974	0.264799050737482	-0.12591383982008	0.190872719495049	0.0194408851603579	0.137336615001359	0.48337537422848	-0.363513777467201	-0.319983018607877	-0.13997475145443	-0.254804821948033	-0.730882534512742	-0.140278598541132	0.0165535748130033	0.863195452322334	0.634795126891666	-0.301888108630836	0.0500573280513041	-0.10757775974785	-0.156407234227108	0.347596225910797	0.221939148787837
Isopentenyl Pyrophosphate_[M-H2O-H]-	-0.0964713402237249	-0.604643650455571	-0.0093530789735644	0.871151795567222	-0.151467788346424	0.0883293239339526	0.336275520180869	-0.508613245808055	-0.680150492475446	0.423203148004402	0.247169776860216	0.619853958281292	0.104305805325567	-0.10402324065911	0.156130707365626	-0.0761989745990943	-0.651368232838043	-0.287869090607024	-0.395976343985185	0.17083612898044	0.484053625997032	-0.864410539738721	0.287420072539286	0.0842369316225835	-0.0293335226814927	-0.00292319792415975	0.183512012889265	0.245347236692712	0.144116401874408	0.0637870924824964
Glycocholic Acid_iso3	-0.615525613031077	-0.0695086763893843	-0.256202299104105	-0.393635884645667	1.37514132827201	2.05779814684272	2.64157727559192	-3.74922498776532	1.89151199634157	-0.00614879687821321	-0.445453988949107	-1.40759168610978	0.0354434593367817	-1.99094085786397	-0.643772494296741	-1.7200602765796	-0.737770553741486	-3.04326338435673	-0.961946193895598	1.65914000350451	-1.88357622769487	-1.94687131921111	0.358744173611241	0.611688809776742	-0.22859418068897	0.156437211447089	-0.137928932847123	0.316715554169097	-3.36377642398543	2.4099303608485
Indoleacetaldehyde_iso1	3.53501299842366	-0.713082590084367	-2.22876987824662	1.78749499008772	1.86258409652983	-0.636429140336712	-1.21274296674231	-0.212888123249491	3.90505343816169	0.642926637225483	-4.16900201092908	-0.698222866911735	2.71730395488703	0.172586620687487	0.164721915712009	-0.354288924615692	-0.469537269816565	0.302858618180315	0.00705532096659142	-0.285319928825706	0.0778482837210609	0.510073882192885	0.766188723556641	1.3529926826603	-0.919066314724601	1.22579341879579	0.17961728678185	0.254840659917426	2.2756512960018	-0.448296808546343
4-Coumarate	4.25897197623444	-6.40032387847919	2.71966098453082	2.39124669986459	4.28464586363846	-0.794773015902858	-0.504539949388989	-1.71039738900723	3.98540376136809	-4.61799140552639	-5.29638764023175	0.556536826489821	4.14004588749103	-0.0830143136934737	1.83570232956053	-0.162608368059412	-0.921364654125558	-0.185763508740181	0.306619383456218	-5.05741971875987	3.39540842082298	-1.38679790121112	-2.9766162604331	0.297300904124968	4.98195227851955	-0.0775425890908957	6.58876729203055	4.17936566421401	-3.73938672530189	0.0563826921930549
Succinate_iso2	0.386127044047988	-0.100600007608389	0.207759436993328	-1.22709867401007	2.89496254342369	0.574862128037404	0.0603036940879754	0.613067010322282	3.13705529447652	3.3771504821394	-2.43817568962595	-2.51021167373134	-1.70549392963497	0.758952562037462	0.560270795744817	-0.276745132411455	-2.3402157769606	-0.793957193336271	-0.444728093975929	-1.07914941582955	0.341051033333465	-0.261533929050294	0.954033909535695	2.55670411295858	-0.663284392968225	2.31339528424318	-0.217137663562833	-2.92360679322326	2.95757634264194	-0.15467210778021
3-Me-Glutarylcarnitine	0.332220870194054	-0.0943481337535149	0.719758824275212	-0.320494955508657	1.15067976519155	0.28817040818686	0.387353144171181	0.0395204989827807	-0.373590229724901	-0.947304724694852	-1.4746909375575	0.264284682643144	0.0369812728075149	0.15124628605016	0.701312142561314	0.478824120291619	0.0752094127057929	0.0106915619950922	0.324158159665757	0.11317589880925	-0.383312974476646	-0.820961269414203	0.402175695551723	-0.0711117450249116	1.13093218402885	0.473827479128504	0.660056427283788	-0.0924901063139567	-1.18479929396533	0.800962568335464
_13-Hydroxyoctadecadienoic Acid	-0.524136266837484	-0.0847660239388053	-0.774117833354625	1.53171669951448	0.239801256604509	-0.291879008147303	1.25825558175189	-0.364124447350774	0.618661506979944	0.745029583947471	1.66473488631418	-1.10483928439681	-0.29806013023595	0.229268194700735	0.299399074981136	0.678922827826823	-0.478022287348135	-1.1105188592457	-0.507506640026143	1.53358212990288	-0.707231456780473	-0.237575966004606	-0.992191601563711	-0.868812634202338	0.664788291752999	-0.242586761788359	-0.194035419028918	0.189013910452961	-0.0371784071708592	-0.412576763147942
3,4-Dihydroxyphenylacetate	-0.593443695459907	0.52147732777469	-0.407109767191568	0.603270756810595	-0.0528618884545121	0.341220551135662	-0.802769590765105	0.651886139987263	-0.188382101759654	0.516834219779693	0.385730260442756	0.503734784894628	-0.554597830636692	0.0806257216082476	-0.12330967160436	0.329569091191356	-1.13248973854083	0.279241821834704	-0.881945312737315	-1.87068168689739	0.783933700313565	0.210713008909778	0.875375432408769	0.686751050039533	-2.05545460334677	0.227603000788691	-0.150780984469317	0.328203370948772	0.809444253911611	-0.120440797745296
Hexanoylcarnitine	-0.403604526391107	-0.662019255237493	-0.886608731321485	0.625021051403963	0.552196200653046	0.359204535162761	0.285816718358833	0.244071820581773	0.11810045938721	0.171651054229686	0.78815647502931	0.500337331683175	-0.657930287085806	0.377262575729896	-0.00128328523843208	0.557509183632104	-1.01556433034645	0.200731943541925	-0.0854046373958972	-0.110997459602752	-0.175315245499457	0.471361569977339	0.530231657688512	0.507728736982999	0.503294863243858	0.184185028845761	0.565861799593017	0.752444387112665	0.144099651344326	0.448005156127575
2-Hydroxyphenylacetate_iso3	0.679198605272022	-0.827562414711368	-0.721516868183799	0.960619802367042	0.969907549075255	0.329127082754229	0.20548250120644	-0.635254861590798	-0.791854516284863	-0.339074109792504	0.655815413289766	-1.17502326826522	0.214395902254345	-0.0833152864553992	1.35616810077439	-0.126513191436674	-0.617866248533847	-0.919594210494258	-0.678293747272058	-0.361946920829426	-1.48618487719308	-0.136145658354999	0.911325240380007	0.293807460733314	-0.061026306433781	-0.457985599721036	-0.0491306218402332	1.68668570611598	0.904121903215198	-3.43642286579771
2-Hydroxyoctanoic Acid_iso1	-0.00719952525098128	-0.27615743975214	0.0289189483213593	0.337934228962506	0.201996883002646	0.443687984061291	0.35196217878726	-0.109002175701802	-0.0261448640270186	0.456964275816272	1.19670658590706	-0.215780949994533	0.0823621759376661	0.310302573429865	-0.278616937595862	-0.39714990555648	0.464852669495719	-0.116547534811372	-0.230877681191614	0.810613243419822	-1.20093789048296	0.19976334491836	0.889556450585465	-0.0555822656694236	0.790777285760184	-0.477226714254201	0.0128081946784116	0.0622538739165977	-0.0432572595998252	0.237812606775928
Glycoursodeoxycholic Acid_iso1	-0.175185136157053	-0.475657865682642	0.253533855037859	-0.352309534507011	-0.0248992593582166	0.944274039532909	5.22136688771155	-0.726760382098732	1.35820069412289	0.231278761048026	-0.791447673480115	0.337058378693083	0.166073395412726	-0.592444499300417	0.194633957881074	-0.0849406785834177	-1.08338593484024	-4.4451110826874	-0.225638310006079	-0.202093262725178	-0.664569354317179	0.0391478562817785	-4.13345372953121	0.122505345206956	0.876381811169081	-0.200895672548925	-0.0744059320941591	0.176639280384076	-5.40991606455463	1.40578412632507
Glutarylcarnitine	-0.249928021239132	-0.151028066705804	-0.832845057848907	-0.270929408454609	0.176424589611447	-0.300410602560025	-0.300444634477464	0.491297507583573	-0.44958978548912	0.400428278187058	-0.0211359904630944	0.279118054080614	-5.52375662778316	0.363019048667818	0.372219853205625	-0.07149319097035	0.224543813359183	0.312910752030285	0.198063241755365	-0.0569385213713401	-0.0350600485819659	-0.372572770390012	0.00194711921591031	0.188314425018935	-0.899360034799027	-0.0345370249000204	-0.0823100054688205	-0.558411120648218	0.706756989610527	0.514802584272941
Tauroursodeoxycholic Acid_iso1	-1.40677068266582	-1.14666286803275	-0.921173403228377	-0.949981786394312	1.95914426075933	1.63838369955088	1.89008427566422	-1.98014134941454	0.812626513342523	0.0450642276865146	1.21359688393628	-0.666571523055819	-1.19653994123565	-0.581270837405271	0.843764844142498	0.594645469279108	-0.694710111242713	-1.03876786459333	0.559655607613206	1.74055213076595	-2.30662968506737	-1.01912798396657	0.521038134634059	0.657369966255269	0.509685951794657	0.351412236314095	3.13539689116364	3.86922025316964	-1.44696732800852	2.34615088492588
Myristic Acid_iso2	1.37174132008086	4.82661710141569e-05	-0.517736647765014	2.33658778382818	1.31055333890818	1.02569829777178	0.0197803462209872	0.271772769990494	-0.0755578734753211	0.074485785254411	1.95921355398398	0.165331019436373	0.455305490963315	1.49900061296097	-0.993624268088432	1.39234808278051	0.110625384408604	0.0229942003433093	-0.0927512034418623	0.806095719053354	1.06776482638411	-0.560258469864661	-1.70054847188344	-1.01584935101208	1.29147549807633	-0.0126897571517873	1.62062235025474	-0.124792161259648	-0.530301145367755	-0.84182611734287
Sebacate	0.340424074593123	-0.262777488124554	-0.156090274904821	0.15723773499116	0.317111305052433	0.0902651368056769	0.618708621651539	-0.417613137351455	0.311322214776409	-0.0431269881443839	0.631289692113008	-0.288963088441631	0.123136481018806	0.137047426065817	0.460451026902935	-0.345671266931294	-0.0765122218175118	-0.342669636811908	-0.313191000837487	0.554905195476092	-0.788713860729238	0.229697141261211	0.198448316837559	-0.0221359286311497	0.60207934357797	-0.216775551399468	-0.139723708852657	0.218472483803643	-0.576753001945781	0.0353031009844309
Pregnenolone Sulfate	0.598970745847529	0.230163449078103	-1.48029274668763	0.520498237866028	0.549186847216109	0.413731494661817	0.0403172018715006	0.389295314297146	0.80272514500542	1.2317969993519	0.270494678614879	-0.16660426795405	0.336896285731003	0.294531165750253	0.671330950295006	-0.32537470066561	0.246033624833692	-0.22533351308101	-1.91721402713617	0.273154786286216	-0.358385708126469	2.20492755489152	1.70421393376686	0.554567410931075	-1.42915398748711	0.482199838341672	-0.0474698081328778	-0.599591331011119	1.32858078355292	-1.89520381758186
3-Hydroxyglutaric Acid_iso2	0.764898020485435	0.147891734812437	0.697373258120861	-0.47399061474294	0.065633096893495	0.596801603224765	-0.289421289848456	0.428891948709774	0.172742864179909	0.346196013879144	0.0722877379383106	-0.0249409983447557	0.310379780879756	0.254837178544247	0.589437255239631	-0.579261044823104	-0.106759207747617	-0.179392028406192	-0.997634911606021	-0.756421335655797	-0.210177888326043	-0.209794953903704	0.268290280383384	0.369575695162681	0.205319290472285	-0.183953597239821	-0.335132204396393	-0.450181605274623	-0.195879148708985	0.15857071888651
L-Tryptophan	0.205566760619795	-0.328708712252477	-0.0857616734471886	-0.00301446150710688	0.300193481424907	-0.0985742448590968	-0.209030748564463	-0.0278741732383918	0.043957607611937	-0.417138123790626	-0.390370950909375	0.183082964813357	0.293872095374123	0.0379725661213183	0.764682021834508	-0.098484240982923	-0.236136852272502	-0.348517238321072	0.00464358366845151	-0.822163882676531	0.0628778627229019	-0.0935245469406419	0.450283733499208	0.366545136499554	0.115852716392048	0.0988468866532373	0.0589500423851942	0.776028270893393	0.19477246168594	-0.159728196103329
Dehydroepiandrosterone (Dhea)	-0.509876667357022	-0.0470959743516256	-0.903267589658977	-0.798337342386392	0.0978032289274795	1.55471214045962	-0.195876614424543	-0.124403075173015	-0.554346925768795	1.33749103261306	2.41336646053972	0.341350465851983	-1.46901701603275	-0.149207238224668	-1.15466779271977	0.936141693589151	0.727918436532046	-0.318091138047886	-0.560597796578796	1.46452573594393	-1.06491572762676	1.52757157251211	1.45883572075967	0.501896342766056	-1.48794146517472	0.040127216424228	-0.511793648889855	-1.27155665834063	0.895350104233648	0.287120010218605
Cystine	0.229206509504557	-0.527333163493706	0.165048326070609	-0.498440239574964	0.318904061118379	0.0260985734169488	-0.218632158583538	-0.0587765427751097	-0.408282124875125	-0.397225829344013	-0.863712755748131	0.326860943363104	1.19723551876796	0.0941586430658479	1.37733476241405	0.0184446300067833	-0.386410258321191	0.0319971822484883	0.138406367201593	-0.468801478088113	-0.151009824810575	0.384496321468317	0.396950674324195	0.443114398896868	0.916206834530965	-0.515000272825881	-0.217717936361633	0.0709374369106355	0.034360136160172	-0.372892058617046
N-Acetylneuraminate_iso1	0.619549041015149	-0.256573523849145	-0.119779278245276	0.111332016012654	0.252545251034439	0.370565052689881	-0.500254869013634	0.02899618582681	-0.398367676469522	0.356663861691131	1.05675567029907	0.281501361909245	0.13378662331157	0.298602273780411	-0.372317608774083	0.0694828459331861	0.455991178943291	-0.357605998322437	-0.0270469698463357	-0.0405079183999847	-0.0895710785902696	-0.00758119732670637	0.738770953631127	-0.407837098080807	0.349628133307015	-0.550473028727982	0.0860928523937608	0.521416707595399	-0.287981593847699	-0.0834391100141761
5-Hydroxytryptophan	0.441273788317669	0.0674798595790903	0.0324713157699829	-0.18855236337317	0.297274420300877	0.367724509550014	-0.169690289819861	0.101057654869225	0.106955185646586	-0.224831237161654	0.476719746828474	-0.0154136528709848	-0.0751854828327676	-0.106912407889065	-0.0775796143042041	0.280406320984266	-0.250537833100859	-0.249182451230282	-0.0981202418980478	-0.170232343776493	-0.442279651684658	0.085204326688931	0.693911961582952	0.303742647061143	0.364053838340768	0.43378897805185	0.0731304404000847	0.601053649950366	-0.00842980856828956	0.235735481452013
4-Methylcatechol_iso2	-2.06549036855188	-1.95380233641242	-3.01532953537188	-0.53007079988308	1.75264030849722	-0.783646120436824	-1.13088220165075	0.908042460737014	-2.38265839590307	0.249425745988095	1.27765758933533	0.313845841313414	-2.52897736022404	0.208722008888743	2.27794524510596	0.921294795233317	-0.837609446224168	0.0508925464038788	1.79839125849314	-1.58533467465235	0.423753899832098	-0.809040541826006	0.559899075532689	0.715593284250538	-0.914469597086616	0.183091756139778	1.78751952742762	2.17042683615103	2.91312285401841	-0.213464714693632
Taurohyodeoxycholic Acid	-0.63731768990042	-1.14911071923742	-1.7289419400853	2.09846894934579	1.99670142577732	1.29761663458679	2.74012083896122	-3.34917728332261	1.59923727921954	1.05624990350965	0.444640163716069	-2.15551108886629	-0.24565859769133	-2.44427587730412	0.298618114092257	-1.21635295477261	-2.65442645259903	-3.3458547611263	-1.12701696451765	-0.381398154188605	-2.40221982617951	-0.412455411489938	0.314594572488895	0.921337486619147	-0.523151463166693	0.50584839843233	-0.598905594572996	2.39332518858715	-1.38197742402973	0.847248673150068
Methionine_iso2	-0.0731370231482516	-1.2103199527771	-0.430789335729092	0.0855550312236799	0.837789923122156	-0.406884914549368	-0.0380641005678368	0.0253180365871181	0.329250682423154	-2.13005902347791	-0.413605857509731	0.0789129241447092	0.367207531180702	0.171418152827526	1.79603951186564	0.637195815587694	0.129506859340556	-0.584805998404753	0.369417954916887	-0.82570586051435	-0.37592794300456	-0.0330237189584893	0.84180541999603	0.349594311539769	0.635312537730787	-0.362415502487234	0.412411056726079	1.39005578526118	0.146161546990723	-0.208996191938473
Saccharate_[M-H2O-H]-	-0.348262984278557	0.0611648363067092	0.430840422695212	-1.15570478843855	0.854691704127764	1.070429687488	-0.215280491177947	-0.768209912555425	-0.427379392780316	0.369852781829435	0.452577262376601	-0.670252492789725	-0.818316142034431	0.460362695818333	0.337024660879579	0.108462041040098	-0.368616550764834	0.080609208550124	0.0540992199737234	-0.2563252393837	-0.166252428010066	-0.20429315580672	0.473156547053333	0.751661537937822	0.49812626593484	0.370653218216102	0.28995876035395	-0.529681191758599	0.278183522999004	0.331401695696921
3-Hydroxyglutaric Acid_iso1	0.536243181470222	0.138159011272582	0.919673687083319	0.0411682917599154	0.636699654351259	0.21241382696909	0.119931518665228	-0.0931464179182901	-0.379623710819667	0.519190792048763	-0.506062341932409	-0.439401744917221	0.135164718265221	0.337936882420544	-0.306324361909297	-0.545823037454947	0.0173434565764861	-1.27376945874166	-1.05695619488142	-0.87483424827495	-0.222724019766998	-0.652881966105416	0.597989589035073	0.752580481346849	-1.11559855644618	-0.580977717858819	-0.535082038521872	-0.347841053756787	-0.493438920521581	0.555646225036551
L-Carnitine	-0.107531179165649	-0.788083808629183	-0.193941498353821	0.109704724302945	0.625317017007259	0.05616904496408	-0.473984789988514	-0.133338079929411	-1.10797685330091	-0.133322424326975	0.0425013999717252	0.0248795021843045	-0.6342278347795	0.249223885452929	0.0155138561297152	0.219548537463159	-0.529618892051933	0.0173187217624165	0.426107031140807	-0.742494849686391	-1.2869808764415	-0.34357665571607	0.669648177267194	1.07645149224294	1.2546221163757	0.0300723344732691	-0.554752275718349	0.417460809800955	0.0343161525503211	-0.62765944021886
Kynurenic Acid	0.912489512448533	0.108390472351744	0.542408494455237	0.138910587440823	0.326477859468212	0.41604227381349	-0.902968402048669	-0.115103987802176	1.24947802366087	-0.0870541430607594	-0.446291009977096	0.193738424151369	0.389496258899954	0.611702296042367	0.985381745668608	0.661807530678796	-0.257492367899632	0.333732334628165	-0.0835320853173416	-0.90838264633921	0.140976697081236	0.916058646988227	0.869071066389778	-0.0165543806604204	-0.714050007300666	0.0050598250124133	0.269172917071602	-0.109284692384915	-0.0578932548292434	0.0819032143708366
Decanoylcarnitine	0.544813327907816	-0.23858640187312	-0.0731274467994494	0.316187748123749	0.560581788672716	1.12411892852539	-0.446930121128295	1.20422947236142	-0.25916585215013	0.339011405299276	1.31507408809204	0.738140112237253	-0.785486002674687	0.600031725973022	-0.870255338697633	0.922378931627671	-0.609140861419062	0.105765262344442	-0.175431403567387	-0.377865261617053	0.132077947180072	0.316270497156268	1.42460992035885	1.00748181822015	-0.390032628596321	0.573077006971139	0.377712073055013	-0.043714220038466	0.470344130158978	0.789581109274287
Myristoylcarnitine	0.392356121195846	-0.434938167364907	-0.231064986027406	0.973664588252885	1.19015543428486	1.05383089398666	-0.393511564177266	0.452706628949466	0.061720077621958	-0.101465265242879	0.261669678699434	0.349289354617534	0.159751778524745	0.406400040888239	0.34597890525052	0.505029294610545	-0.821405455138941	-0.0632822911012487	0.238514664814161	-0.472215333679025	0.435271583150077	0.20221048145164	0.386541808606594	0.0213333474229854	0.604518436766613	0.214244375905083	0.662994553367475	0.670085179899554	-0.144762084266575	0.0784252887376772
5-Aminolevulinate	0.20270793134807	-0.333732564698589	-0.630478970523943	-0.29695596311505	0.293082724714677	-0.454062450711269	-0.290264738757178	0.337543862623792	0.169617461886391	0.133565333293966	-0.313630190659944	0.0759548913832649	0.475857085188228	0.337566316225384	0.913852088887714	-0.54435482897172	0.0208799027666743	-0.643413781282348	-0.474575165954401	-0.937739131432363	-0.138772477414367	-0.314043169211525	0.566281560825491	0.427798998628966	-0.0123482858129672	-0.0753571799398442	0.0953338323403363	-0.0575142787456418	0.626399035855282	-0.621165598504972
4-Methylcatechol_iso1	3.75541038690104	-0.557655331129052	1.28255003969044	5.97292197232368	1.082994976342	0.155649575536645	-0.897062953230902	0.148643141072223	3.60458845298648	-2.48864838206418	-1.60421404585374	0.443502328689833	2.13502035552617	0.489768703540461	1.36398859178057	1.49505981748004	-0.760091804501814	0.513467588107469	-1.97752678177119	-1.62561732286904	0.961126403552007	1.3565421117817	2.07101831505513	0.927632752016837	1.26196555769255	0.0929543975191807	2.74564881397235	0.788765107219232	-0.58515198484821	-3.47225880551358
