s_1	s_2	s_3	s_4	s_5	s_11	s_12	s_13	s_14	s_15	s_21	s_22	s_23	s_24	s_25	s_31	s_32	s_33	s_34	s_35	s_41	s_42	s_43	s_44	s_45	s_51	s_52	s_53	s_54	s_55
Citrate_iso2	1.47272229051725	0.110611998064665	0.666987730692555	-0.624661987423339	0.0698232637562935	1.06043487159836	0.192334476861572	0.0589860822584765	0.273025797961688	0.40293764134062	-0.211006542816726	-0.105651438024434	-0.0197548001953573	0.763404738102379	0.579532622395601	-0.399240923415759	0.0653519103512699	-0.673909672351856	-0.83790864195931	-0.615888866709935	-0.0900396020678487	-0.34054425380408	0.581412635320861	0.344092347980985	-0.092608050654358	-0.347029866821119	-0.120687618800948	-0.671487036221337	-0.815024685118821	0.597244778443034
Chenodeoxycholic Acid_iso1	0.28468707999578	1.35383207551502	0.0459648153253712	-0.51784231706316	-0.555977665656215	-0.264785273446222	-1.48185501997485	-0.309015005634894	-0.108307383845522	0.619976613722509	3.07503983914773	0.140920456914495	-0.685858979049392	-1.19226719327732	-1.71280292578416	1.20822868662984	0.142912126271115	-0.051021884024745	-1.3738120405935	1.71414389686912	-1.08079768935737	0.45666181199417	-0.730534688823845	1.25208714753566	-1.60447973337366	-1.25613502987448	-0.185306257817723	-2.57182811692912	0.472805340071499	0.5596848076271
Biliverdin_iso2	0.578516722859375	-1.04758759682083	-0.190460166939876	-0.562001640309377	0.693945016173262	1.41124433078013	-0.707432953648307	-0.3719309299432	-0.00494043081758109	-1.96880098072281	1.0559705650637	0.0963782982686611	0.725217282695926	0.213749208339876	0.455770087077876	1.21701687932277	0.82858908424546	-0.621371720420114	-0.0365039427796085	2.06160028114695	-0.716324486295332	0.713845365896993	1.52102809078997	-0.20898208494232	0.978980338750879	-0.716658096093156	0.873347049332335	-0.45661459919379	-0.448624376470205	0.182440234212048
Leucine	0.276550415195682	-0.369586911774776	-0.20641853057592	-0.0584554399965665	0.13780571495553	-0.171479179741383	-0.215390069720173	-0.0236069532664041	0.444852202501226	-0.187352923325004	-0.204038872567948	-0.0749275142112584	0.629546092045858	-0.0351941394845608	0.9781544661479	-0.0404732194808917	-0.223322811305702	-0.293401009459746	0.140727837606198	-0.305043531975249	-0.420674986933455	0.119233076948234	0.767861002891326	0.358379604869261	-0.0812324112106657	-0.303978233122976	0.121745766596739	0.394829866451057	-0.0581267451046781	-0.138549378455714
Aspartate	0.211050888733383	0.340700902711983	0.479321598188326	-0.611840919939661	0.311135381187748	0.266515486020588	-0.298296760900249	-0.171847748842944	-0.196118466231665	-0.0528318737607364	0.409065553362656	0.17585741047336	0.514416334628443	0.361171071614056	0.858016965832327	0.0826528754231816	0.26499161923955	-0.0364583644438283	-0.545919272096942	-0.204256628178442	0.511774806145024	-0.0924294783838435	-0.186151564964343	0.65919461887274	0.410503666105954	0.20824835342142	0.00146904419511654	-0.720928195822936	0.252548728292316	-0.488460458191848
Arachidonic Acid	1.76630388322986	1.42637302948634	-0.141035451127818	1.01316403458213	0.267288763007547	0.744887236727238	-1.53190561729931	1.32876264632458	0.0513558170289626	-0.158657941894576	0.300607195756279	0.801872341489689	0.402133722655911	0.993717313267185	-1.33323488798988	0.64834679953176	-0.0938239805270621	0.0524538886610451	-0.937742503926544	-0.259376383219737	0.845290024675467	-0.00108555649707367	0.0770074544185263	0.0940032152354678	-0.718420662346781	0.49664393125712	0.412702200384159	-0.949709462204431	-0.100196526679772	-0.864753603709517
Adipate_iso1	0.297706053720898	0.593032145337422	0.543453315812079	0.945112664264909	0.297571690446759	0.279185470975563	-0.741183828672249	0.753877964781287	0.0149667971966035	0.108765026469231	-0.556138821007755	0.529004127570207	-0.873080596441809	-0.6698727646868	0.957982129505123	-0.299450499395394	0.523703937602826	-0.694533544707389	-1.42289034564144	-0.342424872536482	-0.803077573174221	-0.0651263978370466	0.407217534813437	0.388487132561455	-0.451292369265949	-0.423543210676311	-0.255489351721777	0.602872720652117	-0.112302215751593	0.00467917541965882
Itaconate_iso1	0.578013381521743	-0.999933141279283	0.304666240142677	1.34161697834205	0.686757352807454	0.0954127974089579	0.232378584926054	-0.725368500013223	0.863865750327297	-0.805913286739254	-0.288150320836735	-0.190260753364261	0.773291883657973	0.0450560574469554	0.417237537704769	-0.253163768036919	-1.32501217912213	-0.369051702847999	-0.220872972853693	-1.26556957760255	-0.00382879958433692	-0.0474032898297916	-0.0659794361697861	0.243565239668174	0.795397142168957	-0.104340926852348	0.749661026818593	2.044140376404	-0.504310706122428	-0.236691921838037
Isobutyrylcarnitine	-0.898658535940024	-0.499017854365149	-0.592192006865303	0.412737366550447	0.659316627302348	0.791537970195423	0.541336013708067	-0.57823024257439	-0.0370777480587371	0.587880560486272	0.489041217459583	-0.0416792906039912	-0.724902378921865	0.0271545589140208	0.346713108594826	0.386785768776528	-1.57341903276949	0.00288978672395141	0.128208160878824	-1.033288363002	-0.0521934038746424	0.519614496747615	0.453403808281224	0.755073713910724	0.322707412573697	0.239244133355203	0.253682409551023	1.02663943580581	0.0203621332049516	0.485772228436817
2,6-Dihydroxypyridine	0.432649538024377	0.546355529035782	-0.56870166004154	-0.348433865957328	-0.751788382888169	-0.747859031822316	-0.821928908654809	0.823407458223207	-1.23641941728978	-0.973821662757933	-0.559710195803934	1.13305592729177	0.401558023318205	0.7596216840851	0.424453168025505	5.09609781647638e-05	0.686665733365908	0.509506595224182	-0.0918898834888933	-1.65406692860779	0.679566194902893	-0.476912728122416	0.283004208327826	0.403959365689983	-0.75172387459868	-0.150394215536051	0.154187203725944	-0.187792936794822	0.433343971184845	-0.658835554848099
Indole-3-Carboxaldehyde_iso2	-0.294366202525142	-0.216992345119647	-0.121998078042438	0.312873024652073	0.853138391944512	0.65220490150178	-0.425660335936471	-0.183441225130179	0.219938808288535	-0.406824560794734	0.0110778523506623	0.275187044417404	-0.41126821944504	0.203916941019468	0.302462046666055	0.222891135477275	-1.22992187814986	-0.0700376410468395	-0.00214923612580342	0.0902032747535163	-0.572026089686659	0.409925027850035	0.505323573399245	-0.0792707935774991	-0.379484536153293	1.00847977095389	0.239129357326428	0.21574270081852	0.920569238927962	0.0546090881523377
3-Methylglutaconate	0.958055909936751	0.532790624462953	-0.225917582874227	1.00608863902669	0.798049317460835	2.47215246384814	-0.576710852186207	-0.184410198934808	0.632996939868161	1.03802981074023	0.295752752711258	0.688233410252843	-0.148290640274109	0.446943374893319	1.11758159628999	0.424273305315276	-0.365267892786996	0.91256202216476	-0.453489605487523	0.916597116991303	-0.676149380478886	1.82808417737296	0.954704660678848	0.0499040003749702	-0.0398553040827858	-0.347944957389264	0.149287698230471	0.635576098594688	-0.707082824111556	-0.550466003815223
Eicosapentaenoic Acid	1.72305046829972	0.312970599067313	-0.173218736687906	1.02493063027849	0.337852753833949	0.21879293949724	-1.22976103474577	1.27430197710272	0.215269263095226	-0.718813706999443	-0.00212081084061783	0.821840612174552	0.881018042235403	0.844725174819851	-0.834172925843028	0.930214738226015	0.076253702112315	-0.0414043754184672	-0.205919016259522	-0.299530343705136	1.14729693988011	-0.198094874437912	-0.254619973067703	-0.24839140232841	0.131836923217765	0.185139806278801	1.04388783879743	-0.324513265618697	-0.608978779843079	-0.158211973765435
3-Indoleacrylic Acid_iso1	-0.124616580090388	-0.75186239535124	-0.1923406202137	0.640056572809048	0.290759731042257	0.611380811875199	-0.653805646817867	-0.00650962374218082	-0.171242751389348	0.274278943585152	0.58927203542626	0.203829691903124	0.149415465543546	0.288473229244517	0.52902846279956	0.430599726719104	-0.766413348488866	0.114106369336314	0.178693347003299	-0.53087038191684	-0.379218635641454	0.530214338370771	0.512684530851083	0.282032488774543	0.0451787355540253	0.453049603742246	-0.486284806903499	1.04273563975748	0.0440210512823219	0.206899492787311
Xanthine	0.887218604954629	0.444458448547268	0.281275113288288	-0.589670078457503	0.0728932963511205	-0.050443624981702	0.000281346699166091	0.478375416658312	-0.194495419808267	0.456758490313884	-0.196554943241309	0.227799887566536	-0.060835866652214	0.697335946163294	-0.349756762070131	-0.975730051669685	0.502028562329576	-0.958544081036775	-1.76989961825105	-0.819968372841682	-0.0401801692622831	-0.120528336071774	0.799491388501032	0.926009660288643	-0.530004738316566	-0.757929521700386	-0.41834078182555	-1.06280977086253	-0.060116336156369	0.360142390165326
2-Methylbutyrylcarnitine	0.317848075252701	-0.616901135585197	-0.240112935012437	0.345273636759379	0.875013544644169	-0.229343582257252	-0.0293269451650142	0.0741219171627385	0.1617624052606	-0.773659594099233	0.33031680717539	-0.371928750856228	-0.0461034977733255	0.116117995569931	1.01343767252467	0.478196929642346	-0.567778157266071	-0.595243963096132	0.333967491786771	-0.510802585713021	-0.108109971407538	-0.224087210510015	0.592650216885945	0.427429114670177	0.684828208769592	-0.0286825755792245	0.685221698077183	1.26226022093932	0.493778871695975	-0.174811262163388
Heptadec-10-Enoic Acid	1.37878098109724	1.68283252321128	-0.028716334534246	2.69655506044767	1.00704566997802	1.51122331522204	-0.87809082985721	1.74401146799077	-1.22004245321395	0.00676047721998362	1.74859906871322	1.38108829045776	0.190550979070064	1.69137373352754	-2.48418696751193	1.94338789680621	-1.10184068315899	1.09748081723128	0.179489772418944	0.292566491508891	0.910529160402986	-0.962519435580796	-1.27241593840001	-0.292488740249966	0.0398575814337378	0.515940402207042	1.40578383693801	-0.464903415069395	-0.419475236954869	-0.594197940296175
2-Hydroxyphenylacetate_iso1	-1.01638582463808	-0.638270453078247	0.442506341050249	-0.227927519418378	0.374174538208181	0.317456487475792	1.14457350814847	-0.802995423308596	-0.642150347669805	1.03346626818539	0.345172544695205	0.453761254712755	-0.473040980694415	0.228796504285954	0.0377808576169212	-0.157663612455329	-0.821773488101368	-0.0783637239472558	0.117376567193735	0.389968500036845	-0.120509863490845	0.074495903736678	0.326723657578284	0.653465695271933	1.03242922640311	-0.157486211848277	0.0847965356358379	0.341197081628274	-0.865542491490608	1.07019408890859
2-Hydroxybutyrate_iso2	-0.460653370506486	-0.614753614672372	-0.405410864490338	0.142405941668682	0.241373178854314	0.65274651156485	0.374437978846888	-0.326141070268075	-0.435497374924786	-0.220215100403074	0.592869584099337	0.630734433504296	0.085225135697721	-0.103704238938086	0.497010441435755	-0.354209187791435	-0.128810586009938	-0.298367474735528	-0.221179499861362	0.0142508427900054	-0.654988906990978	0.14864215880949	0.530044913588766	-0.12479895237233	0.64555169908758	-0.412208193240067	0.156917899785424	0.747974430284775	-0.271688677249737	0.307591869461029
2,3-Dihydroxybenzoate	-1.43925534277285	-1.7116892017446	-1.02727637717155	0.296762049701277	1.86863862546372	0.235407464085537	-0.506968654506395	-0.144016086622225	-1.54195854821176	-0.506048632909407	1.42898573958077	-0.000831974252657272	-1.39442493791961	0.25871974187485	1.67305480856012	1.50223010454905	-1.41835739977312	-0.15308066582785	1.92557582390703	-0.979630565389015	-0.308132056268731	-0.325370583744263	0.620927025686515	0.431180307449515	1.4376785373267	0.413225426653256	1.68083323817355	2.55439003907709	0.641732679968791	0.437548897494166
Glutamine_iso2	1.04535616084968	0.0862188238901181	0.144362546734796	-0.38864495692645	0.775818480504757	0.209382603362689	0.0491857171009212	0.304126736297279	0.18807981654023	0.169002827365242	0.235324833961988	-0.300172103164866	-0.253384355979338	0.357638609548036	0.68792890356284	0.144934989948939	-0.513203916779846	-0.40702196473221	-0.111144584544809	-0.169069141025179	-0.392644532939553	-0.193641726449654	0.734393496841138	0.563968906636431	0.21795888353012	0.00581803832581903	0.132147176376307	-0.527538703092392	0.0331630248592229	0.0127421572758392
Ferulate	0.37664804370661	-4.14933187115336	-0.216665352303557	0.0871925904066873	1.58571590878004	0.683700120886261	0.34249358833978	-4.61524967942734	1.28599115362233	-1.14912510735367	-0.305303398190655	-4.4274866766878	0.418660807299284	-1.48832449248452	1.17796832548942	-1.29564648022514	-1.40451150409407	-2.36708662069978	1.11214793433283	0.53239369553274	-2.21529788920027	2.38090414290889	-0.0842925635384753	0.770644403552091	4.6603896881362	-0.103836753754814	-0.232672562375699	1.68271431489439	-0.55940683677924	0.131421771827006
Caffeate_iso2	0.228036551149738	-0.14741610109451	-0.511974453750848	-0.144388540740472	-0.428477954548221	0.335396922207922	-0.583524447233949	0.636149392667275	-0.424624122788846	-0.526401385523903	0.990147068671523	0.495197209041234	-0.46149288630283	0.194582393448813	-1.24652445281297	0.0332222860847962	0.820681179603352	-1.13034383009205	-0.571897844102701	-0.529759310118816	-0.0897725764760963	-0.552107956475137	0.835877456275134	0.591877129907078	0.900012316529202	-0.0544288934940737	-0.372840489099417	0.219246358445198	-0.252842238227036	0.132884000583833
Deoxyuridine-Monophosphate	-0.668759808385766	0.473030306630407	1.53239219542037	-1.88149849003559	1.00787457177287	0.142886032890492	0.283453754377134	-1.27653968270839	1.01182955947099	0.343343057466953	-2.25686631243075	-3.00541954926849	-0.902480345849159	0.0726044230147834	0.274807316411873	-1.62631663220193	-1.63281728149824	-0.167454660763336	-0.449648803779793	-1.18954389985778	0.114688093106979	-0.982510783040662	0.370576243383693	2.43470531620618	-0.505311510853584	1.06639540821868	-1.320792111589	-1.84306027762707	1.32881151969203	0.562170031815684
Phenylpyruvate	-0.217813401124041	0.000203423310763911	-0.0573887484822745	-0.275939822077121	0.536197611410979	0.0850251397956607	0.465826474545243	-0.528557842951173	0.232711193007101	0.408881053599648	0.0862396422200434	-0.0581363909486058	-0.118551541086046	0.000475166249346914	0.383714982266851	-0.901430301260705	-0.426125146851648	-0.309512929366381	-0.0481938067112281	-0.552048758254094	-0.195638454036148	-0.186827824550843	0.38814419397033	0.410628207105721	-0.116556285274831	0.338019350417989	-0.150663897452225	0.164393144872239	-0.0844067027127761	0.220070846856717
Palmitoleic Acid	3.06527710058322	2.12645694092252	-0.91805271411398	3.18618005807825	-0.0763476856691008	1.76861935230329	-1.35216084503783	3.3530792754405	-0.765514563612472	-0.251992671009248	1.81777460463483	1.63870468533799	0.68467236664239	1.57815702989289	-1.50554813006997	2.02463254336033	-1.76839372165131	0.546749718227775	-0.30120902483675	-0.7128795672265	0.495633732231634	-0.465848362507931	0.985566931644782	-0.395592989454258	-0.509129082167566	-0.0572469305029529	0.427352203607018	0.120493568755945	0.179451355639196	-0.457041031022985
Oleoylcarnitine_[M+Na]+	0.719473416590764	-0.22911180774499	-0.350706838825569	1.32656558955237	1.56656417863855	0.608598425664649	-0.509989413025988	0.747226864738191	0.319625156393645	-0.198095147828236	-0.193538372869257	0.510905596025867	0.706593997625335	0.337529449721398	-0.208460052103382	0.105189386883736	-0.174256107896186	0.167858859559111	-0.747615172704395	-0.734639079630679	0.884046451447446	0.6669680417124	0.553196624061952	0.11041839953912	0.165335543614341	0.582289922137028	0.597012896058331	-0.352082339384936	0.385965856824863	-1.21449566243896
Norleucine	0.209309513696845	-0.945785409982995	-0.182603986328421	0.105147449533306	0.798237000238938	-0.323000668846128	0.253868709254382	-0.198062579158883	1.0977327670688	-0.278976740384805	-0.694640094243765	-0.199728403646336	0.285632547111214	-0.0868009707889142	1.29070137269739	-0.407967992594313	0.0325640027084648	-1.03332368949587	-0.723217182913144	0.335664026726032	-0.466720358428029	0.535267964634429	1.05767937420321	0.684410607181596	0.403204709604398	-0.0732254867202113	0.119611167300242	0.573400632254239	-0.0805837055313041	-0.242266657470469
Cysteate	-0.854614751302883	0.289295157042294	0.734042165161021	-0.959292893427472	0.730558685554256	-0.0964048321415738	0.0355386483101389	-0.673155581701874	0.408783736041507	0.107000674522648	-0.955091254574501	-1.17414498954773	-0.410085685344524	0.371649306447227	0.308628173227906	-0.494650755447298	-0.334437892021913	-0.238721896692593	-0.49773593045431	-0.481459780987349	-0.139555598637431	-0.628978456551993	-0.148575230031651	1.07060299229052	0.0585409859932338	0.586311418636867	-0.974149104783377	-0.791624809226105	0.656490469886829	-0.0676313684761625
Indoxyl Sulfate_iso3	-0.860299466117711	-0.929031106110042	-0.939985045439326	-0.174069276587247	1.03511678554819	-0.278667678408246	-0.22534047655476	0.428150259569418	-0.976273666144736	-0.0641650319080532	0.533142665017679	0.112027786108632	-1.17353856775556	0.0703030462984815	1.00402853732405	0.281941428863728	-0.655666860820444	-0.0985509557178652	0.922105833231465	-0.561964762290543	-0.0574671944040137	-0.702394738432955	0.452169138223886	0.170173991048011	0.599060104263922	0.347869704912341	0.659487465684119	1.07021680452634	0.911244936768872	0.00290117729024489
Citrulline	0.117167906162687	0.00625441080546004	-0.10286946055882	0.264142085724602	1.25492064666485	0.537070362660028	-0.297233435393762	-0.566452092538686	-0.225682241224678	0.222194506183547	0.702298997458786	0.228375579708984	0.0173324190660109	-0.201130609783794	0.477806161519925	0.285653457266706	-0.610329131804704	-0.0972535793835659	0.00048625527589244	0.219260052509294	0.0690849730875042	0.712540262252445	0.239037072734147	0.871883852272903	1.03248706370272	0.102015925331551	0.322107502874719	0.53302717534131	0.356752241008615	-1.09396813926157
Chenodeoxycholic Acid_iso2	-1.455050416037	0.303392351753631	-1.59984386199096	2.30405906938051	-0.265155866074862	-0.639907215911247	-0.118455057981413	-0.166382608873859	-0.295588764169047	2.48193858256565	2.31760368303618	0.0213432282640421	-1.05244940175865	-0.587462502932246	-1.02351698358047	-0.625945915881515	-1.49801375730838	-0.353754694166003	-2.1845597563167	-1.34518088121096	-0.0353087535537276	0.638051662754219	-0.349698759033268	1.28281236864592	-1.34476739846429	-0.487891571624827	-0.745057078103865	0.337103238780626	1.733126495614	-1.38861608700895
Caffeate_iso1	-0.132031292660097	-0.712262700871339	-0.0593442848365833	-0.942044488860156	0.761251247035645	0.265264906560073	0.467290671891299	-0.95289010222772	0.318734870331683	1.25347161772599	-0.351394513089589	-1.49006267976135	0.111344230089485	0.0453846122848215	1.03655327978565	-0.469919094398823	-0.182158242089076	-0.0638561249642729	-0.436965502342666	-0.24848894119211	-0.734743262041033	-0.0955724584099457	0.383476135429663	0.881851573950135	0.0681226533401189	0.218904455328234	-0.0614386737737469	0.476363214459904	0.94395572088353	-0.433655941326422
Linoleic Acid (18:2 N?6)	3.03766124855933	2.66743289385695	-0.220342316963481	2.60425200842344	-0.636732902150961	1.40544038726673	-1.12529834235533	2.89897803345182	0.0891755439167155	0.184116401113513	0.860386010262965	1.02573148993812	0.957913157903517	1.02110808498291	-2.16075981939944	0.494051859268502	-1.58155368385403	0.644277863557359	-0.720508538922374	-0.226160852013043	0.0119515256267503	-0.458774436050975	0.226384983184776	-0.471726605358819	0.125261877464189	0.530885809161858	-0.574295373251797	-1.2863963890923	-0.860041282487798	-1.22782257238512
Benzoate	0.306604312501095	-0.106974502644154	0.138105816019636	0.0238127636174642	-0.0488899603064124	-0.151475200522306	-0.14848571172569	0.050213009966759	-0.160793304284295	-0.0325950431246915	0.916832888191128	0.207973502978845	0.117811906600401	0.162254657026285	-0.160426430452544	-0.405894376945947	0.0163195686974487	-0.0339880924773319	-0.247524913957378	-0.708827466519457	0.0695341519596379	-0.172157767968906	0.399771632064364	3.53458175867381	0.544560782028154	-0.244381992114072	0.200984320246449	0.211974353987898	-0.12803518998338	0.129709920121341
Arachidonylcarnitine	1.47448221551408	-0.738805134470331	-0.0226059819119427	1.38620791970881	1.45359670011778	0.304103633989765	-0.781117531313583	0.781241395428379	1.24751381962949	-1.21059300148944	-1.30822776316815	0.174628184705137	1.58427118926415	0.646460293583224	0.978573000529382	0.367482708618925	-0.357440990586404	0.0892601735353273	-0.60605575401968	-0.686122664286035	0.841221554258456	0.982736487885743	0.636430468279791	0.139582872134299	0.786775851102864	0.449083329649249	0.913905884665533	0.373799790153816	0.489963968397342	-1.15082979553164
Adipate_iso2	-0.420708946472569	-0.861408456693603	-0.516009662208242	-0.15183262661298	0.672274542990164	-0.17974272279356	0.550309294645329	-1.29224692140049	0.753504729321829	0.562191223248689	-0.294552134709922	-0.342118817570759	0.502084998052962	-2.11548866768692	0.239869995788805	-0.0456084928782655	-2.10281834487947	1.52187375726537	-0.316155916893806	1.54921018913245	-0.602287355759274	0.878188835581877	-1.13202939653632	-0.161250029281572	1.25938715159284	0.315350059879693	0.188760720607677	1.35991575296522	0.15527733062978	-0.878201415898148
Itaconate_iso2	1.16658666972953	0.152615028391521	0.716114418361103	-0.6260059321482	0.267488785857294	0.821109978496184	-0.0487038992903317	0.333400247056707	0.203016080256256	0.315910793481865	0.0670835388812333	0.0981705881034965	0.0832984391626283	0.716381324159188	0.578099487585942	-0.397700359759393	0.16555038821585	-0.389938381090461	-0.876331236832017	-0.714549477234029	0.16293749602675	-0.231188282680929	0.359303929089708	0.513805696013956	-0.00362863153251519	-0.0980080353697687	-0.15826320877059	-0.389491634662083	-0.400112952773244	0.513802992199794
Isoleucine	0.286084065480901	0.0746396709386642	-0.464780442173256	0.416087281786445	-0.0648347052644017	-0.359862852051802	-0.154102753588367	-0.239445971357991	0.678754862144889	-0.41739816859325	-0.425828583592022	0.275091355274779	0.434588782345164	0.113697426601074	1.03824808772858	-0.0203238371236564	-0.0151168922061477	-0.58101251794273	-0.584074098052572	-0.426945255424236	-0.586556654402051	0.0807055084296813	0.736274420674703	0.28418723794845	0.171375976858612	-0.372085865140407	0.0998777827450314	0.813061980922554	-0.109200833313699	0.173437031983228
2-Hydroxy-4-(Methylthio)Butanoate	-0.0638169603609224	-0.315370866511172	0.290980970608272	-0.148013554534591	-0.0555648580981143	0.826545581322413	0.0548162872596056	-0.146710708429472	0.536776950375435	-0.0330106883315294	-0.381473591812455	-0.047230621834459	0.5037069199329	-0.172380472984269	0.101345762016074	-0.545008299833023	0.23924884912867	-0.214766661106136	-0.2393354196221	-0.678932190973888	-0.0409144074992094	0.78662211167286	0.986832977697125	-0.11806968790696	-0.123742361049221	0.342157576309685	-0.566622123661173	0.049925467950189	0.105183238650546	0.454927041800027
Indole-3-Methyl Acetate	1.15785276449181	-0.850641917952172	-0.730721807857153	0.271015997455002	1.20209140763803	0.00432353802820439	-0.729849809280529	0.655899616897059	1.27953296373564	-1.13490866544681	-0.333455813218036	0.467555057234139	0.585134673042969	0.178696738333087	1.37180191862843	0.912917489013056	-0.403498798743057	-0.344000473599428	0.723578356248443	-0.206750171807378	-0.0328138814891168	0.67572072305608	0.736924339144057	0.253304760323567	1.06092589131235	0.269373111514587	1.24264308269426	1.31780386291088	0.236674719836154	-0.535684249743611
3-Methylindole	0.0888001412330425	-0.228280574152834	-0.268526624091848	0.170363330097448	0.246575640039409	-0.214321864235585	-0.350616423608294	0.220528068601411	0.0132353036728187	-0.357900079089485	-0.47871603396449	0.170183438599835	0.192461243194326	0.0581742770917296	0.610080045527721	-0.10687936959866	-0.352142512869599	-0.334704948437217	0.093094296968226	-0.806278989888959	-0.0348158255254495	-0.0416422663128727	0.421982068389901	0.220622774496111	0.0720477607882724	0.061658732425524	0.18577707541917	0.740653994269202	0.281215871869269	-0.111908749481061
Succinate_iso1	0.295458810641059	-0.838962357863198	-0.220381953321809	-0.0473610371877904	0.821863089734619	0.0119915884594164	1.04425820333713	-0.197292976279499	-0.510461177238526	-0.0342815661341501	0.0567754356096136	0.459732015413981	0.0318250939590077	0.467123141729946	0.779143135603334	-0.314997712418862	-0.00342182605876856	-0.367220365115927	-1.19550071899307	-0.552230249278586	0.301711370306307	0.209731179559728	0.356017894121394	0.592157012740428	-0.119971351224954	-0.332615616254599	-0.204549159152744	-0.277065767524298	0.330628311306847	-0.35148944992086
3-Indoleacrylic Acid_iso2	0.277069440974014	-0.226642083323512	-0.0189810464446445	0.202891433882403	0.198295498295651	-0.0291032632935002	-0.225095465170072	-0.0287047725768555	0.102699526360009	-0.450866118417323	-0.301329819330018	0.172461794298836	0.334753724225653	0.0614498048273499	0.494713509675862	-0.0430254337436154	-0.309410906544328	-0.349177361677192	-0.0357939674420859	-0.80510982852609	0.124262467599744	0.0813537980939238	0.524229084042465	0.330499179639747	0.129770450703794	0.12093952130943	-0.0209082948703256	0.434319767242026	0.053768249199164	0.0134180997637881
_12,13-Dihydroxy-Octadecenoic Acid	0.0717371837211058	0.417205190998694	0.14492005158492	0.00916684199612466	0.167831300239993	0.270123079983488	0.046065236549283	0.0220372602757896	-0.0953221176468846	0.17544948771804	0.525916302239501	0.353848303293689	-0.0121455557112592	0.353727346838781	0.466852947738524	0.385409588418682	0.00228551556017185	-0.166938006695618	-0.0670037480368706	0.46567709404671	0.0418085947172394	0.301382149722752	0.516929918995776	0.15333934576181	0.216325301588891	0.165179773875833	-0.348269276261075	-0.300723671594804	-0.13689029113674	-0.0538966708115349
2-Oxindole	-0.526557260429999	-0.590194623080743	-0.659444361225545	0.00931745583055434	0.541572606006878	-0.191092146001996	0.181130389788391	0.183730594576483	-1.02244197054325	0.0401869532892742	0.725334695865533	0.00226269720899518	-0.873005533244836	0.555901477530326	1.01329224335193	0.143823003064369	-0.568142758644514	-0.173126783993326	1.13851137862875	-0.574308623142687	0.323549238944141	-1.19952175459965	0.506534041948974	0.331325228366087	0.273632889315152	0.497136593278133	0.58282478762086	0.610683075986346	0.601367110106347	-0.161814345548242
Heptadecanoate	3.67472680593944	3.48922031255047	0.400249962716325	3.01443324668311	-1.19821313579693	0.0936619552350828	-0.259562515196767	3.15905695220167	-0.210773788486034	-0.418155765660286	0.459610779456616	0.335874454899255	0.545103266849681	0.452735164601494	-0.799935948458542	-0.762582771944168	-3.32254040153086	0.106451579229036	-0.363544635270593	-1.92798027117077	-1.24332460847621	-1.75032481044288	0.842179270893459	0.0142053856654108	0.802652106345152	0.438352056426947	-1.00939576091495	0.457883241105562	-0.99235648301263	-1.91058848394417
2-Hydroxyphenylacetate_iso2	1.06819607079775	0.555525152522651	2.03119947825741	0.165653226459326	0.329097322352251	0.917797545670454	-1.10639762704544	0.424934220909269	1.5374168461717	-0.693637939270379	-1.02548386242261	0.528039382726647	0.725927232490776	0.0459772949447807	0.267566678465972	-0.504368484160133	-0.461207328281202	0.0322984793948055	-1.52584079787142	-0.778654648735764	0.397106714397781	1.0624491710137	0.892047692539516	1.0430800055098	-0.565780112717846	0.448154255249746	-0.535619977243559	-0.239286953058211	1.58094154267294	-0.22091282279971
2-Hydroxylauric Acid	0.35530965127596	0.14099948515202	0.795926031936005	0.479269801961443	0.182785262002063	0.9834731323334	-0.757757603807033	0.804645592240452	-0.349262193111171	0.293630470064567	1.80735135499652	0.514123021702906	-0.753126022012061	1.46041250141158	-0.512278159939896	1.4174166316039	-0.180976956295216	0.161071844158593	0.0349895137522416	0.0448062558934086	0.451445688614461	0.486926640665667	0.681972164845748	0.343423186542529	-0.48803066764187	-0.132104088037329	0.898880578880777	-0.715161163337553	-0.0260266688991807	0.243028492336652
Glycoursodeoxycholic Acid_[M+H-H2O]+	-1.3930064125344	-1.34598198290455	-1.22917312250288	-1.01677101475295	0.816631313720535	1.81903650092197	1.55644163355816	-1.6127306399261	0.242849436795448	0.107317859396136	1.32630825435669	-0.612646926134332	-1.29962996032881	-1.22528236944701	0.719226312507261	0.346269466517807	-0.600875140042487	-1.45264745085743	0.634050984591098	2.10502167097263	-1.75107396079839	-0.478497000133691	0.417716664274511	0.164938320473645	0.63654084857745	0.346249221811252	-0.0768895065664792	0.417993118493435	-1.5237303765048	2.3780797900718
Glutarate	0.248272421813839	-0.101016465708312	0.181363335090778	0.289436337302904	0.25704773919047	-0.516742953919707	0.0534545597470143	-0.381828666292281	-0.166228915022871	-0.623872815345123	0.580365945136539	0.933801753185909	4.89507814661919	-0.52657659154997	0.43452960502213	0.660139408163038	0.14058465815423	0.687258659283944	-0.248481783526414	1.16893712516972	0.541832641742832	1.16599575296053	-0.535589892775616	0.558758394688959	0.796373284700843	0.00400428430075028	0.349728081605998	0.466386579389957	-0.899604329465352	-0.694949282941799
